,text,label
12,"Недавно нам подарили эту серию книг. Вот мои впечатления об этом пособии для малышей. Красивая упаковка,  подарочная коробка. Есть дипломчик об окончании этой школы для малышей. Всего двенадцать книжек. Эта система занятий с детьми от рождения до года, как написано в руководстве. Яркие и красивые иллюстрации. С их помощью можно научить малыша различать предметы, цвета. Но я не совсем согласна, что эти книжки для детей с рождения. Потому что, ребенок далеко не сразу различает предметы, а тем боле",0
13,"Я обожаю книги про любовь, особенно когда у книги интересная аннотация, ведь аннотация может многое рассказать о книге. Но! в данном случае, интересная аннотация, но не интересная книга. Таких книг с таким сюжетом очень много, она ничем не отличается от других.  Обыкновенная история серой мышки, ничем не отличающийся от других, красавчик главный герой, который в конце влюбляется в нее. Если вы любите неприхотливые книги, на один зубок, отвлечься от грустных мыслей, то думаю, что данная книга вам",0
14,"Это книга мне не очень понравилась, я думал дать её почитать младшему брату, но она для него показалась скучной.",0
15,"Стиль  Толстой это конечно  может где-то  и  свобода, но не  думаю что   можно   допускать  мат в   своих писания, что она   делает  постоянно. А  потом не  понятно  почему, нас  и в   инете  хотят   контролировать. Как по мне  то  она  еще та   хамка и не знает   когда остановиться.",0
16,"Недавно начала читать эту книгу, при этом также смотрю сериал... ну что сказать, по началу казалось, что это все сложно, непонятно, какие то персонажи, куча имен, это все сложно запоминалось, но со временем начинаешь к ним ко всем привыкать и.... они могут умереть... боже.. смерть многих персонажей вызвала  у меня немало слез, не буду спойлерить чья, а точнее чьи именно. самое главное быть максимально увлеченным, как только ты начинаешь отвлекаться от сюжета - все.. ты теряешь основную нить. Пок",0
17,"Это было очень скучно и нудно. Я ждала закрученный исторический детектив, а в итоге получила книгу о жизни и страданиях обитателей монастыря, а само расследование началось только с середины книги. К тому же автор совершенно не дает читателю вводной информации, раскидываясь датами, именами и родственными связями. Двоюродные сестры, троюродные дядьки, бывшие фрейлины и конюхи сестры подруги четвероюродной снохи бывшего мужа больной сельчанки. Я настолько запуталась во всем этом, что сам сюжет отош",0
18,"Эта очень старая повесть, для чтения подходит и детям и взрослым, я потратил один день, почитал, не вдохновило.. Рекомендую людям, которые любят мистику.",0
19,"Я знала, что эта книга о любви, романтика и все такое. Но не думал, что все будет до такой степени плохо. Мне книга совсем не понравилась. Ну да, какая-то идея есть, но она совершенно не развита до такой степени, чтобы это можно было назвать полноправным литературным произведением.",0
20,"Брэдбери сам по себе - прекрасный фантаст. Здесь же идет описание прекрасного детства мальчишек - и в этом он смог показать себя. Хоть книга и не имеет как таковой основной сюжетной линии, она захватывает и погружает в эти чудесные времена, учить ценить жизнь и все прекрасные в ней моменты. В общем, читать обязательно стоит.",0
21,"Я столкнулась с такой книгой в зоопарке, где предлагали всем желающим тут же напечатать книгу. Дети, конечно, не могли  пройти мимо, и пришлось заказывать.  Сюжет простенький. назовите имя вашего ребенка и двух его друзей. Друзей вставляют в сказку вместо героев. Сюжет банальнейший. Картинки стандартные (не наши фотографии). Мне не понравилось.",0
22,"Книжка думаю  интересна, особенно для любителей, но я лично не из тех кто читает, но зайдя в игру узнал что интересная думаю в будущем прочитаю и книгу.",0
23,"В принципе книга нормальная, но на любителя, не много пугающая. Лучше читать не слабо нервным и не детям которые любят животных.",0
24,"Данную книгу нам задавали прочитать когда ещё училась в институте, но как-то ""руки не дошли"". Зайдя один раз в книжный магазин книга привлекла мой взгляд, я решила купить её и прочитать. Если говорить кратко, я не совсем включилась в проблемы главного героя. Эта книга хорошо подойдёт подросткам, так как главный герой тоже подросток и мне кажется им больше он будет импонировать. Возможно из-за возраста мне и не удалось до конца понять что хотел сказать автор данным произведением. Так или иначе да",0
25,"Все в этой книге  намешано с лихвой и говорящие коты и василиски и баба-яга с кощеем) А уж слова уменьшительно-ласкательные через строчку, то трупик, то гробик, то кишочки! Смешно? да нет обыденно. Сюжет избитый и все как обычно! Но мозги отдыхают с этой книгой).",0
26,"Больной был человек. Прочитайте его произведения. Где нет мистики? А в этой книге есть все: и ведьма, и черти, и люди, которые одержимы демонами. А как захватывает! Если бы не одно но! Те, кто пишет про такое-люди несчастные! Подтверждение-сам автор. А демоны, они есть. Только связываться с ними-не дай Бог!",0
27,"Жуткая книга, которая оставляет неприятный осадок. Неясный конец. Полное отсутствие логики в поступках героев. Хотя возможно их поступки оправдывает помешательство. Не рекомендую к прочтению впечатлительным людям, особенно детям. Читаешь только для того, чтобы увидеть хоть какой-то смысл в книге. Странные диалоги. И вообще странная книга.",0
28,"""Комедия"" дико сложна для прочтения. На читателя почти сразу обрушивается поток имен и стоящих за этими именами сюжетов. Суровый Дант писал для образованных средневековых итальянцев. И вогнал в свой труд не только массу библейских и античных героев (это еще куда ни шло, если не оригиналы, то Куна точно все читали и фабулу Заветов как-то представляют), но и актуальных для своего времени политических деятелей, воинов и просто ""медийных персонажей"". Если наш современик изладит роман, где в аду черт",0
29,"""Зона тьмы"" - это два взаимосвязанных романа, ""Мрак над Джексонвиллем"" и ""Укус тьмы"". Первый - весьма интересен будет всем любителям литературы о зомби, потому как Обер ярко, красочно, не стесняясь откровенных и омерзительных деталей рисует восставших мертвецов, причем укладывает их сущестование в рамки древней индейской легенды о противостоянии Бога Света и Бога Тьмы (при этом, в легенде фигурируют тараканы, образ который писательница нещадно эксплуатирует для создания общей жутчайшей атмосферы",0
30,"""Есть время жить"" - это фанфик к оригинальной трилогии А. Круза ""Эпоха мертвых"", выпущенный в одноименной серии и адресованный, прежде всего любителям жанра зомби-апокалипсиса, произведений Круза (так как ощущается их огромное влияние не только в позаимствованном мире, но и в построении сюжета, описаниях, упоре на конкретные навыки героя) и боевой фантастики, где сильный брутальный мужчина проявляет все свои навыки: стрельбы, выживания и внутреннего героизма перед неистребимой угрозой. От осталь",0
31,"Маленькая, тоненькая книжка, больше похожая на брошуру. Яркие и красочные иллюстрации, удобный и читабельный шрифт. Очень хорошо подходит для чтение ребенку и рассматривание картинок. Было бы замечательно, если бы обложка и страницы были из более плотной бумаги, поэтому 3.",0
32,"В детстве наверняка у всех были диски, которые приходилось ещё вставлять в DVD. И как-то на одном из таких мне попался мультфильм с названием ""Коралина в стране кошмаров"", режиссёром которого был Генри Селик. Хоть моментами он и пугал меня, ведь я была ещё ребенком, он навсегда запал мне в душу и стал моим самым любимым мультфильмом. Как-то совсем недавно, прогуливаясь по книжному магазину, мое внимание привлекла книга с названием ""Коралина"", автором которой был Нил Гейман. Посмотрев на обложку ",0
33,Никогда не понимал восторга по поводу этой книги. Кто-то разбирает ее на цитаты и притягивает за уши к каждой из них сокральный смысл. я же не смог даже до середины дочитать.,0
34,"«У лорда неприятности» Кейти Макалистер – симпатичный любовный роман, наполненный юмором, комическим сценами и немного эротикой. В условных исторических декорациях (большого влияния на сюжет не оказывающий) встречаются уже взрослые, опытные персонажи, обремененные детьми, правда не в равных количествах (5 у главного героя, и только 1 племянница у героини), прошлым (обе истории найдут в развязке завершение) и определенным сексуальным опытом. Автор достаточно иронична, чтобы создать ряд довольно с",0
35,"Книга написана на последнем дыхании автора, все истории высосоны из 1 книги (Метро 2033). Автор исписался примерно к середине книги  и начал писать уже о бо всем что только можно, сюжет очень хорошый задумка тоже интересная но для написании полноценной книги у автора просто не хватило времени чтоли, в общем после триумфальной 1 книги, Метро 2034 стала грандиозным провалом автора.",0
36,"Честно говоря не очень. Мне не понравился герой из этой истории. Я не удивляюсь даже, что его отправили на Кавказскую войну. Он слишком много о себе думал. такой самоуверенный. Мне не понравилось, как он поступал со своей женой, которую взял прямо на Кавказе. Так долго добивался ее. Украл. А потом ему с ней стало скучно. И он забыл ее. Сам человек негативный этот Печорин.",0
37,Не смотрите на эту книгу как на шедевр это не тот титаник  о котором вы думаете! Эта литература адресована подросткам и детям .  В но если у вас есть ребёнок подросток или младший брат или сестра подросткового периода дайте им это почитать для них это будет интересно.,0
38,"Ивительно, но триллер  Коннелли  интересен по большей части бытовухой полицейского отделения (! ) и отношениями детектива Гарри Босха с начальством. Вот уж чего не ожидал, того не ожидал. На сей раз Босх сталкивается с делом двадцатилетней давности (и чего многие авторы триллеров прицепились к этой теме? ), с которым столкнулся во время беспорядков в Лос-Анджелесе в начале 90-х и не успел довести до конца. Жертвой оказалась датская журналистка, но раскрытие ее дела могло бы повлечь определенные ",0
39,"Не понимаю всеобщего восторга от произведения ""Над пропастью во ржи"". Сюжет довольно простой, как и язык, которым написано произведение. Абсолютно непримечательное повествование, абсолютно лишенное смысла или морали. Язык настолько простой, что читать это не имеет никакого смысла. Это не Лермонтов с его невероятным чувством юмора и сумасшедшими словарными оборотами. Это даже не Есенин или Пушкин с множеством эпитетов, и не Акунин с изящным юмором и тонким описанием ситуаций. В общем, книга мне п",0
40,"Начиталась множество положительных отзывов на книгу и решилась все таки сама с ней ознакомиться. Книга очень тоненькая, поэтому много времени не займет (всего 186 страниц). Сказать, что эта пустая трата времени- это ничего не сказать. Обычно я в книгах по психологии или саморазвитию выделяю какие-то мысли, советы, цитаты, но тут у меня от силы набралось 3 закладки. Всё что пишет Мэнсон- это абсолютно очевидные вещи. Если не будешь ничего делать, то ничего не получится. За счастье надо бороться, ",0
41,Полная копия сумерки. Только это плохая копия сумерок. Ждал какой -то изюминки так и не дождался.,0
42,"Глупая книга без сюжета для людей со ""сдвигами"" в психике. ""Портрет Дориана Грея"" - прототип книги, это же - как считает, наверное, автор, то же, но на новый и современный лад. Ага, почти. Только ужасно безвкусно, пошло, глупо, без сюжета и интриги. Купила только по причине ""раскрученности"" этой книги, множества отзывов (о боги, кто их там пишет.... и ведь такие искренние!). В общем, моя литературная ошибка, признаю.",0
43,"Конечно мы на таких скзках выросли и нам в детстве все казалось нормальным. Но вот кто мне скажет: о чем вообще эта сказка!? Тут сын недавно спросил, а я объяснить не могу в чем смысл. И действительно, в чем? Просто дед с бабкой взяли и заким-то разбили золотое яичко, причем целенаправленно. А потом еще и ревут, что оно разбилось... Короче тупее сказки я не встречала пока.  Сыну 5 лет, он тоже говорит, что сказка дурацкая.",0
44,"Прошу прощения, но у меня создалось впечатление, что те кто восхваляет ""безславинск"" и ""левиафан"" просто больные люди, нуждающиеся в извращениях и пошлом восприятии мира. В то время когда мы должны читать жизнеутверждающие книги и смотреть фильмы с нерушимыми человеческими ценностями, некоторые, даже многие восторгаются какими-то пошлыми и безбожными ""левиафаном"" и ""безславинском"" Где же ваш разум?! Но я абсолютно уверен, что время всё расставит по своим полкам, а пока-что я вместе со своими сор",0
45,Нормальная книга. Конечно же не для маленьких детей.,0
46,Странное продолжение. Хотчя нет это и не продолжение. какая-то больная фантазия. Изуродовать ТАК романтичную сказку сложно! я просто честно говоря в легком трансе ЗАЧЕМ это надо было делать?. Герои  хм от них остались только имена( короче даже не хочется все это передумывать НЕ ЧИТАЙТЕ это фу(.,0
47,"Сборник древних мифов. Для особо любознательных, христиан, пытающихся ими быть, а также для тех, кто курит. Книга, на которую ушло больше всего леса за всю историю человечества. Лучший способ усыпить ребёнка. Также набор прописных истин и лучший способ вправить мозги невеждам и запутавшимся людям.",0
48,"Мне очень понравилось, в нем я смог увидеть смелых героев. Познавательная и интригуящая книга, желаю всем его почитать.",0
49,"Из всех книг Киза- этот роман мне понравился меньше всех, хотя не могу сказать, что он прям плохой. Весь негатив к книге у меня вызывал главный герой, и скорее всего на это было рассчитано. Это история очень тяжелая- о паре, которая подверглась радиоактивному излучению. Они стали изгоями для всех своих друзей, знакомых и жителей города. И тяжелее всего мне было читать про Карен, которая спустя множество неудачных попыток всё таки смогла забеременеть, в самый неподходящий момент. Тяжело даже боль",0
50,"Не знаю, кто назвал эту книгу бестселлером. Обыкновенный романчик, один из многих. Написанный к тому же дешевым языком. Фраза про *Внутреннюю Богиню*, которая повторяется через каждые 2 строчки начинает дико раздражать еще в самом начале книги. Тема садо/мазо вообще для очень ограниченного круга любителей. Разочарована.",0
51,"Чак Паланик- это автор не для всех и я в этом убедилась на своем собственном опыте. Моё знакомство с автором началось с книги ""Бойцовский клуб"" и мне кажется, что это лучший вариант для первого знакомства с автором. Фильм не смотрела, поэтому не могу сравнить, но книга получилась не плохая, но не более того. Однозначный плюс- это темы затронутые в книги, которые актуальные в современном мире. Однозначный минус- много агрессии, злости, насилия и читать это не очень приятно. К героям не однозначно",0
52,Начинала читать еще на самиздате. Сюжет... странный. Мотивы взрослых персонажей совершенно извращенные. Бросила на середине. Покупать книгу не буду точно.,0
53,"Эту книгу я однозначно не назвала бы шедевром. Стиль написания неплохой, но красивых выражений вы здесь не найдете. Такая история подойдет в основном только подросткам, поскольку людям более старшего возраста она покажется чрезвычайно наивной. Как обычно, книга повествует о хорошей девушке и плохом парне. Поведение главных героев является типичным для подростков-все слишком эмоционально и порывисто.  Следует отметить, что на книгу ""50 оттенков серого"" она не похожа. Не могу сказать, что данная к",0
54,"Прочитала книгу и подумала, зачем я потратила свое время. Автор книги - женщина с богатой эротической фантазией. А ее главный герой-любовник в книге предстает нам поистине жестоким садистом, который получает удовольствие от того, что унижает и причиняет боль своей партнерше по сексу. Настоящий разврат! Книга не впечатлила.",0
55,"Как по мне - нудятина жуткая! Хотя другие произведения Коэльо вполне приятны. Просто не моя тема. Найдутся и на такое любители конечно, но мне не понравилось.",0
56,"Не знаю почему все восторгаются этим произведением. Первый раз прочитала в детстве-не понравилось. С возрастом стараюсь перечитывать классику и некоторые произведения приводят в восторг (как, например, книги Ф. М. Достоевского). Перечитала и ""Маленького принца""-не понравилось опять... по мне это не очень хорошая философская сказка. может и надо заставлять детей читать эту книгу, но только для знакомства с французской литературой. а все восторги, оханья и т. п. по поводу этой книги мне почему-то ",0
57,"Литературная первооснова популярного сериала «Дневники вампира» - одноименный цикл Лизы Джейн Смит. Потому, впечатленная сериалом, я решила прочитать книги американской писательницы. Первая книга – «Пробуждение» - произвела на меня удручающая впечатление. Образы героев (в первую очередь это касается главной героини, американской школьницы Елены Гилберт) отличаются от сериальных в худшую сторону (да даже внешность меняется – Елена, например, становится блондинкой), мотивация героев практически от",0
58,"На распродаже взял этот сборник. Очень скучное произведение, избитое штампами и заполнением места текстами песен. Написано очень скучно, сам конфликт не поражает и не увлекает никак. Связь между книгами показалась глупой, вторая книга так вовсе провал.",0
59,"Наслушалась продавца и хваленые речи об этой книге и купила. Да ну( Столько воды ужас, описание всего чего угодно. Смело переворачивай пару страниц ничего не потеряешь. Диалоги порой тоже предсказуемые( Единственное в этой книге нет не вампиров не ангелов) так что хоть этим отличается.",0
60,Печально.,1
61,"Замечательная детская книга, которая понравится и взрослым, и детям. История очень короткая, но интересная. Особенно интересна эта книга своими иллюстрациями от Криса Риддела. Они создают особую атмосферу и переносят тебя в книгу. Сама книга по объему меньше 200 страниц, но этого и достаточно. Мне понравился юмор в книге- легкий и понятный для всех. Может быть он не заставит вас сильно рассмеяться, но сидеть и улыбаться всю книгу вы точно будете. Сразу скажу, что эта книга точно не подойдет для ",1
62,"Вторая книга дилогии про фею Аделаиду Кристины Зимней и Евы Никольской ""Пять разбитых сердец"" ни грамма не уступает по яркости и вкусности первой части. Здесь также куча приключений, море захватывающих поворотов и конечно же любовь. Читается с огромным удовольствием и расставаться с героями очень жаль.",1
63,"Моя любимая книга. Я по ней училась копирайтингу. Книга с примерами, которые работают. Можно научиться писать сочинения любого рода, в том числе и книги. Хорошо, что есть такие авторы. И псевдоним у него классный, Дмитрий Кот. Книга без картинок, но на хорошей бумаге. Автор пишет очень простым языком, его поймет даже школьник. Поэтому серьезные ребята, которые хотят научиться писать, могут смело качать, либо приобретать эту книгу. Она познавательна и учит чему нужно.",1
64,"Книга ""Практический курс китайского языка"" Кондрашевский А. Ф. отлично подойдет для тех, кто только что начал учить китайский язык. Я лично считаю его одним из самых сложных языков, так-что одной книгой тут точно не отделаться.",1
65,"Вначале смотрела мультфильмы, пока маленькая была. Подросла, перешла на книги. Оказывается история Маугли гораздо шире и интереснее, чем в мультфильме. А повзрослев, поняла, что за сказочными звериными героями легко угадываются различные типы людей - гордые, подлые, добрые, мудрые и пр.",1
66,"Прекрасная книга которая основана на восприятии "" сравнении"" скажем так. - сухой мокрый, холодный-горячий и т. п картинки все очень простые. после 2 лет мы начали заниматься по ней, до этого ребенок просто показывала предметы - где и что. но какой именно - мягкий, твердый - не говорила.",1
67,"У этой книжки один недостаток - она короткая! Одни день и есть один день: не заметила как он пролетел на улицах Древнего Рима! Отличное, увлекательно, легкое и познавательное чтение для всех тех, кто интересуется мировой историей. Тем более, что итальянский журналист Альберто Анджело рассказывает не о войнах, походах и битвах, а об обычной жизни обычных горожан. Как вставали, где спали, чем завтракали, как проводили день, как развлекались, чем ужинали... Все написано очень легким, доступным язык",1
68,"Очень интересный сюжет и искрометный юмор! Хохотала над книгой аж до слез!!! Перечитывала 3 раза, и все равно хохотала! Очень интересно написано. У автора явно талант! Побольше бы таких легких и занимательных книг! В ней есть все: и любовь и коварство и прекрасный конец! И что немаловажно читается на одном дыхании!",1
69,"Книга ""Последние новости из Простоквашино"" Эдуард Успенский - самая любимая мною книга, еще с самого детства. И не купить уже своему ребенку такую я просто не смогла, о чем собственно ничуть и не жалею. Эдуард успенский замечательный детский писатель, которые не оставит ни одного равнодушным.",1
70,"Хоть и не люблю я читать про алкоголиков, но этот рассказ меня позабавил. Эта история ещё раз доказывает что человеку, даже если дать билет и денег на путешествие, если он алкоголик, то все испортит. Как же можно было такой возможностью не воспользоваться? Только глупый человек может все потерять. Но перед нами образованные люди. И что же, они не только себя опозорили, но и подвели других людей. По этой причине я не общаюсь с людьми склонных к алкоголизму. Здесь Чехов отлично описывает портрет н",1
71,"О, ооо времени вам потребуется много! Т. к. ни вы, ни ваше чадо не сможет оторваться от этой замечательной книги ""366 моделей оригами"" Т. Б. Сержантова. Все изложено предельно ясно и понятно, а главное просто с огромный количеством иллюстраций, так что запутаться просто невозможно.",1
72,Было очень интересно и захватывающе когда я прочитала эту книгу! Я сопереживала героям этой книги и чувствовала себя как одним из героев этой захватывающей до дрожи истории. Этот сюжет меня покорил. ))) Я била в восторге от прочитаного!!!!!! После этого я дала прочитать книгу знакомой и после этого она стала большой поклонницой книги и с нетерпением     жду  следующих  частей  этой  прелесной  книги.,1
73,"Михаил Ефремович Литвак - психотерапевт, член-корреспондент Российской академии естественных наук, автор множества разработанных и внедренных в лечебную практику методик. Книга ""Психологический вампиризм"" посвящена актуальным вопросам психотерапии, психологии общения. Читается легко, просто и доступно обычному человеку не психологу.",1
74,"Читала эту книгу в детстве, сама, взяла её из библиотеки и очень долго не возвращала. Кажется, что в ней нет ничего необычного, просто история про кота, живущего в библиотеке, вся его жизнь, без каких-то сильных интриг, резких поворотов, экшена, но сама история, само повествование очень затягивает. Это красивая, добрая и одновременно грустная история, которую приятно читать. Книга охватывает всю жизнь этого игривого Дьюри, поэтому к концу, если не к середине, он становится тебе родным. От этого ",1
75,"Книга замечательная и честная! Понятная и поэтому доступна для всех. и если бы её прочитали в семидесятых годах, то СССР не распался!! и  Ельцин и ему подобные пошли бы под суд!!   Советский народ разобрался бы и понял бы что надо делать!  и все бы знали, и понимали бы, что, западу верить нельзя!!",1
76,"Очень люблю фильм, но фильм одно, а кино совсем другое. Книга захватывает своим сюжетом и как будто уносит тебя в мир сказки и фантазии. Читаешь все на одном дыхании и совсем не хочется отрываться от чтения. Красивая добрая сказка о добре  и зле  И кажется что реальный мир на время уступает месту сказке. Советую прочитайте ее своим детям.",1
77,"Решили сделать подарок племяннику, долго думала покупать или нет. Но я зря сомневалась, т. к с выбором не ошиблась! Книга оказалась интересная и познавательная! Яркие картинки, племяннику очень понравилось! Читает с удовольствием! Буду рекомендовать подружкам, у которых подрастают мальчишки.",1
78,"Первый раз видела такую технологию создания книги - в виде пазла. Советую детишками до 5 лет, так как отлично развивает мелкую моторику рук, можно играть с ребенком, но также в книге есть и поучительная история, все вместе оставляет приятные воспоминания.",1
79,"Очень полезная книга для самых маленьких ребятишек. Советую всем родителям, у которых дети только начали познавать мир, данное издание превосходно поможет вам в том, чтобы объяснить ребенку кто и как издает звуки. Книга ""Школа 7 гномов. 2год обучения. Это чей голос? "" Дарья Денисова -отлично в соотношении цена - качество.",1
80,"Книга является очень полезной. Хочу сказать, что прочитав её я вижу результаты, Дейл Карнеги и его книги являются по себе основой психологии. Мне очень нравится, когда он приводит примеры других людей. Читал с большим интересом и советую почитать каждому, кто делает свои шаги к успеху, у каждого получится, лишь делайте и не сдавайтесь!",1
81,Книгу купили увидев роскошные иллюстрации. Просто Бесподобные картинки к сказке. Сама сказка про ежика оказалась не хуже. Рассказывается о том как все жители махонькие решили себе завести дачные участки. В сказке автор настолько интересно описывает как каждый обустраивал свой клочок земли.,1
82,"Время появления программы ай си кью. Установил её на сотовый телефон, нашел пользователей в других городах. Со многими завязалась оживленная переписка. Стал советовать своим коллегам по работе пользоваться аськой. В то время о ней еще не все слышали. И однажды, наступил такой день, когда я встретил ЕЁ на просторах интернета, далекую, интересную и общительную собеседницу. А как оказалось дальше симпатичную и примерно моего возраста. Дни пролетали, да и не только дни! Нам не хватало дней! Мы прово",1
83,"Книга для тех кто любит историю. В ""Тарас Бульба"" Гоголь ярко и живо описывает быт казачества. Поражает их дисциплинированность внутри Сечи и их неписанные законы чести и справедливости, пока они трезвые. Но главной ценностью произведения я, конечно, считаю историчность описываемых событий. Нельзя не восхищаться силой духа и отвагой этого вольного народа. Советую всем прочитать.",1
84,"Для самых маленьких детишек, которые еще даже не знают, что из себя представляет день или ночь. Книга ""Школа 7 гномов. 1год обучения. День и ночь"" Дарья Денисова - отлично подойдет вам, дорогие родители, если вы хотите грамотно донести до ребенка: что же такое ночь, и что такое день.",1
85,"Моя дочка ещё очень маленькая и пока не читала эту книгу. А вот мы с сестрой с удовольствием прочитали и не раз. Читается легко. Эта книга написана шведской писательницей Астрид Линдгрен. Пеппи Длинный чулок о смешной, забавной, доброй и щедрой девочке, с двумя косичками,  которой не сидится на месте. Она постоянно что-то придумывает и втягивает в свои приключения двух своих друзей. Интересно прочитать будет всем.",1
86,"Книга просто золотая. Нет, серьезно. Нравятся яркие иллюстрации, всё подробно расписано о каждой стране. Смотришь на фотографии и понимаешь, до чего же красивая наша Земля. И хочется все увидеть своими глазами, всё посетить. Напитать себя яркими воспоминаниями, эмоциями от путешествий…=)).",1
87,"Со школьных лет я много раз перечитывала роман Шарлотты Бронте ""Джен Эйр"". С первых страниц книга произвела на меня сильное впечатление. Шарлотта Бронте использовала при создании этого романа  много фактов из своей биографии. Она - как и Джен Эйр - воспитывалась в пансионе  работала гувернанткой и была влюблена в своего хозяина. Как и Джейн Эйр, Шарлотта Бронте имела сильный, независимый характер.. . Книга рассказывает о том, как девушка-сирота сумела пройти через выпавшие на ее долю испытания и",1
88,"Интернет, интернетом, но иметь такую книгу надо, даже просто для себя и иногда она может пригодится и выручить, когда нужно будет кого нибудь поздравить.  В книге собраны очень красивые поздравления и можно выбрать на любые случаи, что очень удобно и практично.",1
89,"Это увлекательное ироничное фэнтези окунает нас в мир магии, приключений и юмора. Обычный земной парень Макс, который влачет свое жалкое существование на земле и живет только своими насыщенными и яркими снами в один прекрасный день рискнув и отказавшись от всего на земле, оказывается в стране своих снов и становится очень нужным и важным человеком для того мира. Переплетение порой страшноватых историй Тайного ссыска, в котором начал работать Макс, с искрометным юмором главного героя и его друзей",1
90,"Книга просто чудесная, история потрясающая, а завершение романа заставляет задуматься о своих мыслях и поступках и сделать соответствующие выводы. Читается очень легко. Над каждой фразой хочется поразмышлять. Несмотря на то, что кое-какие моменты не могут произойти в реальной жизни, кажется, что на самом деле это реально, стоит только сильно захотеть! Книга заставляет поверить в себя, в свои силы и мечты. Я читала и слушала аудио-книгу. С прекрасным музыкальным сопровождением, произведение вдвой",1
